LocationLatitude,LocationLongitude,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,age,gender,gender_3_TEXT,race,marital_status,check1,household_income,politics,dog_neu_moral_1,dog_neu_correct_1,dog_neu_similar_1,sexsim_neu_moral_1,sexsim_neu_correct_1,sexsim_neu_similar_1,,incest_neu_moral_1,incest_neu_correct_1,incest_neu_similar_1,chicken_neu_moral_1,chicken_neu_correct_1,chicken_neu_similar_1,lifeboat_neu_moral_1,lifeboat_neu_correct_1,lifeboat_neu_similar_1,footb_neu_moral_1,footb_neu_correct_1,footb_neu_similar_1,electric_neu_moral_1,electric_neu_correct_1,electric_neu_similar_1,village_neu_moral_1,village_neu_correct_1,village_neu_similar_1,dog_acc_moral_1,dog_acc_correct_1,dog_acc_similar_1,sexsim_acc_moral_1,sexsim_acc_correct_1,sexsim_acc_similar_1,incest_acc_moral_1,incest_acc_correct_1,incest_acc_similar_1,chicken_acc_moral_1,chicken_acc_correct_1,chicken_acc_similar_1,lifeboat_acc_moral_1,lifeboat_acc_correct_1,lifeboat_acc_similar_1,footb_acc_moral_1,footb_acc_correct_1,footb_acc_similar_1,electric_acc_moral_1,electric_acc_correct_1,electric_acc_similar_1,village_acc_moral_1,village_acc_correct_1,village_acc_similar_1,dog_con_moral_1,dog_con_correct_1,dog_con_similar_1,sexsim_con_moral_1,sexsim_con_correct_1,sexsim_con_similar_1,incest_con_moral_1,incest_con_correct_1,incest_con_similar_1,chicken_con_moral_1,chicken_con_correct_1,chicken_con_similar_1,lifeboat_con_moral_1,lifeboat_con_correct_1,lifeboat_con_similar_1,footb_con_moral_1,footb_con_correct_1,footb_con_similar_1,electric_con_moral_1,electric_con_correct_1,electric_con_similar_1,village_con_moral_1,village_con_correct_1,village_con_similar_1,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,51,53,57,62,68,71,74,80,purity_rat,purity_emo,harm_rat,harm_emo,info_type,Scen1,Resp,Amt1,reason,dog_reason,sexsim_reason,incest_reason,chicken_reason,lifeboat_reason,footb_reason,electric_reason,village_reason,Scen2,Amt2,Scen3,Amt3,Scen4,Amt4,Scen5,Amt5,Scen6,Amt6,Scen7,Amt7,Scen8,Amt8,prolific_id
32.2163,-110.9241,0,0,38,Male,,White,Single,Absolutely disagree,"$40,001 - $60,000",Strongly Liberal,-29,64,9,-3,62,30,,-78,58,3,0,50,6,54,98,16,80,93,33,15,94,4,0,59,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Moderately true of me,Very true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,electric,,,,,,,,,,,,lifeboat,,dog,,incest,,footb,,chicken,,village,,sexsim,,5afb313ab1e92800016421b6
37.1814,-94.5594,0,0,23,Male,,White,Single,Neither disagree or agree,"$20,001 - $40,000",Liberal,-100,0,0,-60,0,0,,-50,0,0,-66,0,0,25,0,0,100,0,0,-25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,sexsim,,,,,,,,,,,,footb,,dog,,incest,,electric,,lifeboat,,chicken,,village,,5cd373d937b31c00177fe821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fd0953c56aed645358593d
45.5428,-94.1871,0,0,35,Male,,White,Single,Absolutely disagree,"$80,001 - $100,000",Strongly Liberal,50,33,0,20,25,0,,100,25,0,20,25,0,-100,60,0,0,10,0,-100,50,0,90,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,incest,,,,,,,,,,,,footb,,electric,,sexsim,,chicken,,village,,dog,,lifeboat,,5a78dbb9ae9a0b0001a97212
45.5331,-122.7037,0,0,36,Male,,"Hispanic and/or Latin,White",Single,Absolutely disagree,"Under $20,000",Liberal,-100,0,100,-100,100,100,,100,0,0,-50,100,78,5,59,0,25,75,25,-25,22,0,20,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Extremely true of me,Extremely true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,sexsim,,,,,,,,,,,,incest,,footb,,electric,,village,,dog,,chicken,,lifeboat,,62b14f89e9222d3aab48489b
38.2524,-85.7666,0,0,55,Female,,White,Separated or Divorced,Absolutely disagree,"$40,001 - $60,000",Conservative,-38,50,23,-47,50,22,,-67,50,22,-55,50,22,0,50,23,0,50,23,-31,50,20,0,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,footb,,,,,,,,,,,,chicken,,village,,lifeboat,,electric,,sexsim,,incest,,dog,,5fd7f08920e71c0f734ee097
42.6734,-82.7736,0,0,34,I prefer not to answer,,White,I prefer not to answer,Absolutely disagree,I prefer not to answer,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,11,0,-20,8,0,-65,11,0,-10,13,16,0,8,0,-69,13,0,-63,17,0,0,14,0,Moderately true of me,Moderately true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,chicken,53,68,“It could lead to an accidental pregnancy even with contraceptives.”,con_emo,con_rat,con_rat,con_emo,con_emo,con_rat,con_rat,con_emo,village,62,lifeboat,57,electric,71,sexsim,51,footb,80,dog,74,incest,53,616d6463aa6ae2ee832b3804
27.96,-82.4614,0,0,48,Male,,White,Married,Absolutely disagree,"$40,001 - $60,000",Moderate,-100,0,0,-100,0,0,,-100,0,0,-100,0,0,100,0,0,-100,0,0,-100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,dog,,,,,,,,,,,,electric,,incest,,lifeboat,,sexsim,,chicken,,village,,footb,,63d81f3f9fb108f7012ed455
28.1951,-81.6062,0,0,36,Male,,Black or African American,Married,Absolutely disagree,"$80,001 - $100,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-40,0,0,19,0,0,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,dog,71,51,"“The passengers do not have the right to judge who gets thrown off. Whether someone is large or small, injured or uninjured, it is never okay to take a life.”",con_rat,con_emo,con_rat,con_emo,con_rat,con_emo,con_emo,con_rat,sexsim,74,village,62,incest,53,electric,68,chicken,80,footb,57,lifeboat,71,60cb3c4b9454f7a196355088
34.2183,-118.3718,0,0,38,Male,,White,Single,Absolutely disagree,"$60,001 - $80,000",Slightly Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,0,-100,100,0,14,100,0,-100,100,0,8,100,0,-100,67,0,-100,100,0,-100,100,0,Moderately true of me,Slightly true of me,Moderately true of me,Moderately true of me,Very true of me,Slightly true of me,Moderately true of me,Very true of me,Moderately true of me,Slightly true of me,Moderately true of me,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,footb,71,62,“I feel disgusted that they would engage in incest; it's unnatural.”,con_rat,con_rat,con_emo,con_emo,con_emo,con_rat,con_emo,con_rat,dog,80,chicken,57,village,68,lifeboat,53,sexsim,74,electric,51,incest,71,5b2f2c586d601d0001d5cd73
33.6739,-86.4109,0,0,21,Female,,White,Single,Absolutely disagree,"Under $20,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,21,21,0,19,30,-65,23,27,-46,26,35,-19,23,23,-50,23,23,-10,26,26,-39,24,24,Extremely true of me,Extremely true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Very true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,sexsim,74,51,“I feel angry that Henry pushed someone else in front of the trolley; he could have sacrificed himself instead to try to stop it.”,con_rat,con_rat,con_emo,con_emo,con_emo,con_emo,con_rat,con_rat,chicken,80,village,71,lifeboat,57,incest,62,dog,68,electric,53,footb,74,5f3d42de03555c0832cbef73
33.5093,-112.0563,0,0,29,Female,,White,Married,Absolutely disagree,"$80,001 - $100,000",Strongly Liberal,-54,0,0,-16,0,0,,-60,0,0,-10,0,0,25,0,0,2,0,0,34,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately true of me,Moderately true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,electric,,,,,,,,,,,,chicken,,sexsim,,dog,,lifeboat,,incest,,footb,,village,,5bef3db2af38d100016b9713
41.1137,-87.8694,0,0,37,Male,,White,Married,Absolutely disagree,"$40,001 - $60,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,90,86,-10,40,24,-76,82,77,-100,100,90,100,62,0,-5,45,58,-50,71,35,75,60,0,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,village,80,71,“It could lead to an accidental pregnancy even with contraceptives.”,con_emo,con_rat,con_rat,con_emo,con_rat,con_emo,con_emo,con_rat,lifeboat,51,footb,53,electric,68,chicken,74,dog,62,sexsim,57,incest,80,61128c2c056a6993a3868078
32.7797,-96.8022,0,10,65,Male,,White,Separated or Divorced,Absolutely disagree,"$80,001 - $100,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,30,65,70,65,65,55,60,60,55,70,60,55,85,70,60,40,80,75,65,90,65,70,70,80,,,,,,,,,,,,,,,,,,,,,,,,,Very true of me,Not at all true of me,Not at all true of me,Slightly true of me,Extremely true of me,Very true of me,Moderately true of me,Very true of me,Extremely true of me,Very true of me,Very true of me,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,accept,electric,80,62,"“She used the items she purchased in the privacy of her own home, and nobody got hurt.”",acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,acc_rat,acc_emo,acc_emo,incest,68,lifeboat,57,chicken,71,dog,74,footb,51,village,53,sexsim,80,63fceba525d21052bc1ee390
34.8504,-92.4089,0,0,56,Male,,White,Separated or Divorced,Absolutely disagree,"$60,001 - $80,000",Liberal,0,50,0,-100,52,0,,100,50,0,-100,50,0,100,50,0,90,50,0,-100,50,0,4,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately true of me,Moderately true of me,Moderately true of me,Not at all true of me,Very true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,village,,,,,,,,,,,,sexsim,,lifeboat,,chicken,,dog,,footb,,electric,,incest,,643d3e9f4656b4610da72a02
36.1671,-86.7861,0,0,41,Female,,White,Separated or Divorced,Absolutely disagree,I prefer not to answer,Moderate,36,50,0,41,50,0,,-23,50,0,-25,50,0,-50,50,0,-55,50,0,65,50,0,-31,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,village,,,,,,,,,,,,incest,,footb,,dog,,lifeboat,,chicken,,sexsim,,electric,,5c6c90bcf4dc2c0001e8d6d1
43.1503,-77.5881,0,0,29,Male,,White,Married,Absolutely disagree,"Under $20,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,-100,0,0,-100,0,0,-100,0,0,100,0,0,100,10,10,75,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,accept,footb,57,68,“I feel pity for the poor family. They must have been starving to have to make this decision.”,acc_emo,acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,acc_rat,acc_emo,chicken,74,incest,80,electric,53,sexsim,71,village,62,lifeboat,51,dog,57,5f929fc48b8c2f1d0179fed7
37.1457,-113.3615,0,0,35,Female,,White,Married,Absolutely disagree,"$80,001 - $100,000",Conservative,-1,55,58,-84,67,37,,-91,69,23,-90,72,4,5,55,57,-84,69,60,-80,56,34,14,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,chicken,,,,,,,,,,,,village,,sexsim,,footb,,incest,,electric,,dog,,lifeboat,,5842eb2904e7550001a06b14
27.9247,-82.5105,0,0,32,Male,,"Asian,White",Single,Absolutely disagree,"$80,001 - $100,000",Strongly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,0,0,-100,0,0,-100,0,0,-100,0,0,34,0,0,0,0,0,-73,0,0,22,33,15,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Very true of me,Not at all true of me,Moderately true of me,Very true of me,Moderately true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,condemn,village,74,57,“Henry shouldn’t get to decide a person’s willingness to sacrifice themselves.”,con_rat,con_rat,con_emo,con_emo,con_emo,con_rat,con_rat,con_emo,electric,68,lifeboat,80,sexsim,62,dog,51,incest,53,chicken,71,footb,74,6073ad2cd288215f64f51efa
28.5588,-81.3495,0,0,51,Female,,White,Married,Absolutely disagree,"$60,001 - $80,000",Slightly Liberal,-100,100,100,0,50,50,,-100,100,100,0,50,0,-40,50,60,-35,50,75,-70,50,85,-40,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately true of me,Moderately true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,incest,,,,,,,,,,,,electric,,village,,lifeboat,,chicken,,dog,,footb,,sexsim,,5f58ceb73a55aa065f014fb4
33.884,-117.8941,0,0,27,Male,,White,Single,Absolutely disagree,"$40,001 - $60,000",Moderate,-61,38,42,-93,65,50,,-47,40,44,-53,62,59,9,50,57,7,44,46,-10,42,44,3,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very true of me,Very true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,sexsim,,,,,,,,,,,,lifeboat,,electric,,chicken,,incest,,village,,footb,,dog,,629186f7e2f20297ead170be
33.3902,-84.4748,0,0,43,Male,,Black or African American,Married,Absolutely disagree,"$20,001 - $40,000",Liberal,-100,0,0,0,0,0,,-80,0,0,-46,0,0,70,14,0,-34,0,0,-100,0,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,lifeboat,,,,,,,,,,,,village,,chicken,,electric,,dog,,footb,,incest,,sexsim,,5765dffd7805730001ecfcd0
34.0614,-118.3072,0,0,52,Male,,White,Single,Absolutely disagree,"$80,001 - $100,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,-99,98,0,-97,99,0,32,71,77,-100,100,0,48,92,24,-93,100,3,-93,99,0,-100,98,6,,,,,,,,,,,,,,,,,,,,,,,,,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Moderately true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Very true of me,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,2,accept,incest,57,74,“It makes sense to save five people over one since their contribution to society would be higher.”,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,dog,80,electric,53,lifeboat,71,sexsim,68,chicken,62,village,51,footb,57,5e976f67be609822f1146463
42.5686,-83.0668,0,0,38,Male,,White,Single,Absolutely disagree,"$20,001 - $40,000",Strongly Liberal,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0,0,-100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,neutral,dog,,,,,,,,,,,,sexsim,,village,,footb,,incest,,electric,,lifeboat,,chicken,,63008ac67b7d6d032e5c1884
